,statement,label,city,country,correct_country,question,question_with_answer
184,The city of Campo la Arrocera is in Mexico.,1,Campo la Arrocera,Mexico,Mexico,In which country is the city of Campo la Arrocera located?,In which country is the city of Campo la Arrocera located? Mexico.
185,The city of Pauca is in Romania.,1,Pauca,Romania,Romania,In which country is the city of Pauca located?,In which country is the city of Pauca located? Romania.
186,The city of Sangiano is in Italy.,1,Sangiano,Italy,Italy,In which country is the city of Sangiano located?,In which country is the city of Sangiano located? Italy.
187,The city of Mbia is in Côte d'Ivoire.,1,Mbia,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Mbia located?,In which country is the city of Mbia located? Côte d'Ivoire.
188,The city of Ano Liosia is in Greece.,1,Ano Liosia,Greece,Greece,In which country is the city of Ano Liosia located?,In which country is the city of Ano Liosia located? Greece.
189,The city of Oliva de Merida is in Spain.,1,Oliva de Merida,Spain,Spain,In which country is the city of Oliva de Merida located?,In which country is the city of Oliva de Merida located? Spain.
190,The city of Sainte-Helene-sur-Isere is in France.,1,Sainte-Helene-sur-Isere,France,France,In which country is the city of Sainte-Helene-sur-Isere located?,In which country is the city of Sainte-Helene-sur-Isere located? France.
191,The city of Livno is in Bosnia and Herzegovina.,1,Livno,Bosnia and Herzegovina,Bosnia and Herzegovina,In which country is the city of Livno located?,In which country is the city of Livno located? Bosnia and Herzegovina.
192,The city of Ratanpur is in India.,1,Ratanpur,India,India,In which country is the city of Ratanpur located?,In which country is the city of Ratanpur located? India.
193,The city of Jadranska Lesnica is in Serbia.,1,Jadranska Lesnica,Serbia,Serbia,In which country is the city of Jadranska Lesnica located?,In which country is the city of Jadranska Lesnica located? Serbia.
194,The city of Chalampe is in France.,1,Chalampe,France,France,In which country is the city of Chalampe located?,In which country is the city of Chalampe located? France.
195,The city of San Rafael La Independencia is in Guatemala.,1,San Rafael La Independencia,Guatemala,Guatemala,In which country is the city of San Rafael La Independencia located?,In which country is the city of San Rafael La Independencia located? Guatemala.
196,The city of Darya Khan is in Pakistan.,1,Darya Khan,Pakistan,Pakistan,In which country is the city of Darya Khan located?,In which country is the city of Darya Khan located? Pakistan.
197,The city of Campo Ramon is in Argentina.,1,Campo Ramon,Argentina,Argentina,In which country is the city of Campo Ramon located?,In which country is the city of Campo Ramon located? Argentina.
198,The city of Hammam Bou Hadjar is in Algeria.,1,Hammam Bou Hadjar,Algeria,Algeria,In which country is the city of Hammam Bou Hadjar located?,In which country is the city of Hammam Bou Hadjar located? Algeria.
199,The city of Amalner is in India.,1,Amalner,India,India,In which country is the city of Amalner located?,In which country is the city of Amalner located? India.
200,The city of Bayonet Point is in United States.,1,Bayonet Point,United States,United States,In which country is the city of Bayonet Point located?,In which country is the city of Bayonet Point located? United States.
201,The city of Wynau is in Switzerland.,1,Wynau,Switzerland,Switzerland,In which country is the city of Wynau located?,In which country is the city of Wynau located? Switzerland.
202,The city of Adstock is in Canada.,1,Adstock,Canada,Canada,In which country is the city of Adstock located?,In which country is the city of Adstock located? Canada.
203,The city of Ash Shihaniyah is in Qatar.,1,Ash Shihaniyah,Qatar,Qatar,In which country is the city of Ash Shihaniyah located?,In which country is the city of Ash Shihaniyah located? Qatar.
204,The city of Oostham is in Belgium.,1,Oostham,Belgium,Belgium,In which country is the city of Oostham located?,In which country is the city of Oostham located? Belgium.
205,The city of Poilly-lez-Gien is in France.,1,Poilly-lez-Gien,France,France,In which country is the city of Poilly-lez-Gien located?,In which country is the city of Poilly-lez-Gien located? France.
206,The city of Tereze is in Russian Federation.,1,Tereze,Russian Federation,Russian Federation,In which country is the city of Tereze located?,In which country is the city of Tereze located? Russian Federation.
207,The city of Yany Kapu is in Ukraine.,1,Yany Kapu,Ukraine,Ukraine,In which country is the city of Yany Kapu located?,In which country is the city of Yany Kapu located? Ukraine.
208,The city of Bagalangit is in Philippines.,1,Bagalangit,Philippines,Philippines,In which country is the city of Bagalangit located?,In which country is the city of Bagalangit located? Philippines.
209,The city of Bourlon is in France.,1,Bourlon,France,France,In which country is the city of Bourlon located?,In which country is the city of Bourlon located? France.
210,The city of Cradock is in South Africa.,1,Cradock,South Africa,South Africa,In which country is the city of Cradock located?,In which country is the city of Cradock located? South Africa.
211,The city of Maennedorf is in Switzerland.,1,Maennedorf,Switzerland,Switzerland,In which country is the city of Maennedorf located?,In which country is the city of Maennedorf located? Switzerland.
212,The city of Boqueirao is in Brazil.,1,Boqueirao,Brazil,Brazil,In which country is the city of Boqueirao located?,In which country is the city of Boqueirao located? Brazil.
213,The city of Akkent is in Turkey.,1,Akkent,Turkey,Turkey,In which country is the city of Akkent located?,In which country is the city of Akkent located? Turkey.
214,The city of San Pedro Ocotepec is in Mexico.,1,San Pedro Ocotepec,Mexico,Mexico,In which country is the city of San Pedro Ocotepec located?,In which country is the city of San Pedro Ocotepec located? Mexico.
215,The city of Rego Park is in United States.,1,Rego Park,United States,United States,In which country is the city of Rego Park located?,In which country is the city of Rego Park located? United States.
216,The city of Chimore is in Bolivia.,1,Chimore,Bolivia,Bolivia,In which country is the city of Chimore located?,In which country is the city of Chimore located? Bolivia.
217,The city of Lurugan is in Philippines.,1,Lurugan,Philippines,Philippines,In which country is the city of Lurugan located?,In which country is the city of Lurugan located? Philippines.
218,The city of Bengbu is in China.,1,Bengbu,China,China,In which country is the city of Bengbu located?,In which country is the city of Bengbu located? China.
219,"The city of The Belcher's is in Hong Kong, China.",1,The Belcher's,"Hong Kong, China","Hong Kong, China",In which country is the city of The Belcher's located?,"In which country is the city of The Belcher's located? Hong Kong, China."
220,The city of 'Uzeir is in Israel.,1,'Uzeir,Israel,Israel,In which country is the city of 'Uzeir located?,In which country is the city of 'Uzeir located? Israel.
221,The city of Seulingen is in Germany.,1,Seulingen,Germany,Germany,In which country is the city of Seulingen located?,In which country is the city of Seulingen located? Germany.
222,The city of Abapo Viejo is in Bolivia.,1,Abapo Viejo,Bolivia,Bolivia,In which country is the city of Abapo Viejo located?,In which country is the city of Abapo Viejo located? Bolivia.
223,The city of Altenberg is in Germany.,1,Altenberg,Germany,Germany,In which country is the city of Altenberg located?,In which country is the city of Altenberg located? Germany.
224,The city of San Mamete is in Italy.,1,San Mamete,Italy,Italy,In which country is the city of San Mamete located?,In which country is the city of San Mamete located? Italy.
225,The city of Apo is in Mexico.,1,Apo,Mexico,Mexico,In which country is the city of Apo located?,In which country is the city of Apo located? Mexico.
226,The city of Losne is in France.,1,Losne,France,France,In which country is the city of Losne located?,In which country is the city of Losne located? France.
227,The city of Giv'at Hayyim Ihud is in Israel.,1,Giv'at Hayyim Ihud,Israel,Israel,In which country is the city of Giv'at Hayyim Ihud located?,In which country is the city of Giv'at Hayyim Ihud located? Israel.
228,The city of Ambleve is in Belgium.,1,Ambleve,Belgium,Belgium,In which country is the city of Ambleve located?,In which country is the city of Ambleve located? Belgium.
229,The city of Cannalonga is in Italy.,1,Cannalonga,Italy,Italy,In which country is the city of Cannalonga located?,In which country is the city of Cannalonga located? Italy.
230,The city of Lyantonde is in Uganda.,1,Lyantonde,Uganda,Uganda,In which country is the city of Lyantonde located?,In which country is the city of Lyantonde located? Uganda.
231,The city of Gamprin is in Liechtenstein.,1,Gamprin,Liechtenstein,Liechtenstein,In which country is the city of Gamprin located?,In which country is the city of Gamprin located? Liechtenstein.
232,The city of Minonk is in United States.,1,Minonk,United States,United States,In which country is the city of Minonk located?,In which country is the city of Minonk located? United States.
233,The city of Riestedt is in Germany.,1,Riestedt,Germany,Germany,In which country is the city of Riestedt located?,In which country is the city of Riestedt located? Germany.
234,The city of Vanceburg is in United States.,1,Vanceburg,United States,United States,In which country is the city of Vanceburg located?,In which country is the city of Vanceburg located? United States.
235,The city of Gaptsakh is in Russian Federation.,1,Gaptsakh,Russian Federation,Russian Federation,In which country is the city of Gaptsakh located?,In which country is the city of Gaptsakh located? Russian Federation.
236,The city of General Enrique Godoy is in Argentina.,1,General Enrique Godoy,Argentina,Argentina,In which country is the city of General Enrique Godoy located?,In which country is the city of General Enrique Godoy located? Argentina.
