,statement,label,city,country,correct_country,question,question_with_answer
191,The city of City View is in United States.,1,City View,United States,United States,In which country is the city of City View located?,In which country is the city of City View located? United States.
192,The city of Victorias is in Philippines.,1,Victorias,Philippines,Philippines,In which country is the city of Victorias located?,In which country is the city of Victorias located? Philippines.
193,The city of Tekwane is in South Africa.,1,Tekwane,South Africa,South Africa,In which country is the city of Tekwane located?,In which country is the city of Tekwane located? South Africa.
194,The city of El Crucero is in Nicaragua.,1,El Crucero,Nicaragua,Nicaragua,In which country is the city of El Crucero located?,In which country is the city of El Crucero located? Nicaragua.
195,The city of Tutume is in Botswana.,1,Tutume,Botswana,Botswana,In which country is the city of Tutume located?,In which country is the city of Tutume located? Botswana.
196,The city of La Mesilla is in Mexico.,1,La Mesilla,Mexico,Mexico,In which country is the city of La Mesilla located?,In which country is the city of La Mesilla located? Mexico.
197,The city of Palma di Montechiaro is in Italy.,1,Palma di Montechiaro,Italy,Italy,In which country is the city of Palma di Montechiaro located?,In which country is the city of Palma di Montechiaro located? Italy.
198,The city of Cusercoli is in Italy.,1,Cusercoli,Italy,Italy,In which country is the city of Cusercoli located?,In which country is the city of Cusercoli located? Italy.
199,The city of Pugnac is in France.,1,Pugnac,France,France,In which country is the city of Pugnac located?,In which country is the city of Pugnac located? France.
200,The city of Azlor is in Spain.,1,Azlor,Spain,Spain,In which country is the city of Azlor located?,In which country is the city of Azlor located? Spain.
201,The city of Soledad Atzompa is in Mexico.,1,Soledad Atzompa,Mexico,Mexico,In which country is the city of Soledad Atzompa located?,In which country is the city of Soledad Atzompa located? Mexico.
202,The city of Novy Jicin is in Czech Republic.,1,Novy Jicin,Czech Republic,Czech Republic,In which country is the city of Novy Jicin located?,In which country is the city of Novy Jicin located? Czech Republic.
203,The city of Ngolato is in Côte d'Ivoire.,1,Ngolato,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Ngolato located?,In which country is the city of Ngolato located? Côte d'Ivoire.
204,The city of Igarra is in Nigeria.,1,Igarra,Nigeria,Nigeria,In which country is the city of Igarra located?,In which country is the city of Igarra located? Nigeria.
205,The city of Xocoyolzintla is in Mexico.,1,Xocoyolzintla,Mexico,Mexico,In which country is the city of Xocoyolzintla located?,In which country is the city of Xocoyolzintla located? Mexico.
206,The city of Jiang'an is in China.,1,Jiang'an,China,China,In which country is the city of Jiang'an located?,In which country is the city of Jiang'an located? China.
207,The city of Kozje is in Slovenia.,1,Kozje,Slovenia,Slovenia,In which country is the city of Kozje located?,In which country is the city of Kozje located? Slovenia.
208,The city of Eitorf is in Germany.,1,Eitorf,Germany,Germany,In which country is the city of Eitorf located?,In which country is the city of Eitorf located? Germany.
209,The city of Cevico de la Torre is in Spain.,1,Cevico de la Torre,Spain,Spain,In which country is the city of Cevico de la Torre located?,In which country is the city of Cevico de la Torre located? Spain.
210,The city of Pausa is in Germany.,1,Pausa,Germany,Germany,In which country is the city of Pausa located?,In which country is the city of Pausa located? Germany.
211,The city of Turbo is in Colombia.,1,Turbo,Colombia,Colombia,In which country is the city of Turbo located?,In which country is the city of Turbo located? Colombia.
212,The city of Foulayronnes is in France.,1,Foulayronnes,France,France,In which country is the city of Foulayronnes located?,In which country is the city of Foulayronnes located? France.
213,The city of Barrack Heights is in Australia.,1,Barrack Heights,Australia,Australia,In which country is the city of Barrack Heights located?,In which country is the city of Barrack Heights located? Australia.
214,The city of Cullompton is in United Kingdom.,1,Cullompton,United Kingdom,United Kingdom,In which country is the city of Cullompton located?,In which country is the city of Cullompton located? United Kingdom.
215,The city of Dukhan is in Qatar.,1,Dukhan,Qatar,Qatar,In which country is the city of Dukhan located?,In which country is the city of Dukhan located? Qatar.
216,The city of Ariyalur is in India.,1,Ariyalur,India,India,In which country is the city of Ariyalur located?,In which country is the city of Ariyalur located? India.
217,The city of Bartow is in United States.,1,Bartow,United States,United States,In which country is the city of Bartow located?,In which country is the city of Bartow located? United States.
218,The city of Gimbicho is in Ethiopia.,1,Gimbicho,Ethiopia,Ethiopia,In which country is the city of Gimbicho located?,In which country is the city of Gimbicho located? Ethiopia.
219,The city of Conda is in United States.,1,Conda,United States,United States,In which country is the city of Conda located?,In which country is the city of Conda located? United States.
220,The city of Kimaya is in Philippines.,1,Kimaya,Philippines,Philippines,In which country is the city of Kimaya located?,In which country is the city of Kimaya located? Philippines.
221,The city of Torrecilla de la Abadesa is in Spain.,1,Torrecilla de la Abadesa,Spain,Spain,In which country is the city of Torrecilla de la Abadesa located?,In which country is the city of Torrecilla de la Abadesa located? Spain.
222,The city of San Lucas is in Nicaragua.,1,San Lucas,Nicaragua,Nicaragua,In which country is the city of San Lucas located?,In which country is the city of San Lucas located? Nicaragua.
223,The city of Trescasas is in Spain.,1,Trescasas,Spain,Spain,In which country is the city of Trescasas located?,In which country is the city of Trescasas located? Spain.
224,The city of Saturnino M. Laspiur is in Argentina.,1,Saturnino M. Laspiur,Argentina,Argentina,In which country is the city of Saturnino M. Laspiur located?,In which country is the city of Saturnino M. Laspiur located? Argentina.
225,The city of Manisa is in Turkey.,1,Manisa,Turkey,Turkey,In which country is the city of Manisa located?,In which country is the city of Manisa located? Turkey.
226,The city of Jordan is in Philippines.,1,Jordan,Philippines,Philippines,In which country is the city of Jordan located?,In which country is the city of Jordan located? Philippines.
227,The city of Yunshan is in China.,1,Yunshan,China,China,In which country is the city of Yunshan located?,In which country is the city of Yunshan located? China.
228,The city of Beclean is in Romania.,1,Beclean,Romania,Romania,In which country is the city of Beclean located?,In which country is the city of Beclean located? Romania.
229,The city of Ninghai is in China.,1,Ninghai,China,China,In which country is the city of Ninghai located?,In which country is the city of Ninghai located? China.
230,The city of Valley Park is in United States.,1,Valley Park,United States,United States,In which country is the city of Valley Park located?,In which country is the city of Valley Park located? United States.
231,The city of Frickenhausen is in Germany.,1,Frickenhausen,Germany,Germany,In which country is the city of Frickenhausen located?,In which country is the city of Frickenhausen located? Germany.
232,The city of Pontpoint is in France.,1,Pontpoint,France,France,In which country is the city of Pontpoint located?,In which country is the city of Pontpoint located? France.
233,The city of Zschortau is in Germany.,1,Zschortau,Germany,Germany,In which country is the city of Zschortau located?,In which country is the city of Zschortau located? Germany.
234,The city of Schiffdorf is in Germany.,1,Schiffdorf,Germany,Germany,In which country is the city of Schiffdorf located?,In which country is the city of Schiffdorf located? Germany.
235,The city of La Tigra is in Argentina.,1,La Tigra,Argentina,Argentina,In which country is the city of La Tigra located?,In which country is the city of La Tigra located? Argentina.
236,The city of Fontanellato is in Italy.,1,Fontanellato,Italy,Italy,In which country is the city of Fontanellato located?,In which country is the city of Fontanellato located? Italy.
237,The city of Liszki is in Poland.,1,Liszki,Poland,Poland,In which country is the city of Liszki located?,In which country is the city of Liszki located? Poland.
238,The city of Ponoka is in Canada.,1,Ponoka,Canada,Canada,In which country is the city of Ponoka located?,In which country is the city of Ponoka located? Canada.
