prompt,answer
"Which company built the USA's first turbojet-powered combat aircraft, the P-80 Shooting Star, which entered service in 1945? Lockheed.",Lockheed
"In the French original of 'Magic Roundabout, the character Pollux had a sweet tooth, what name did the character have in the English version? Dougal.",Dougal
Ramon Mercader assassinated which C20th leader? Leon Trotsky.,Leon Trotsky
Who has written a series of books featuring the character Jack Reacher? Lee Child.,Lee Child
Name the smallest province in Canada. Prince Edward Island.,Prince Edward Island
"In 1942, which American painted 'Nighthawks'? Edward Hopper.",Edward Hopper
"In Greek mythology who fell from Pegasus as he attempted to fly to Mount Olympus, the realm of the gods? Bellerophon.",Bellerophon
In the books about Tin Tin - the dog Snowy is known by what name in the original French? Milou.,Milou
Victoria is the capital of which Canadian Province? British Columbia.,British Columbia
Who was the mother of the Greek mythological hero Perseus? Danae.,Danae
In which 1953 film does the song 'Secret Love' first appear? Calamity Jane.,Calamity Jane
"Johnston McCulley created which character in 1919? The character became famous in comics, books, film and on TV. Zorro.",Zorro
Which artist created Whaam in 1963? Roy Lichtenstein.,Roy Lichtenstein
Which king appointed John Dryden as the first official Poet Laureate? Charles II.,Charles II
Who shot PM Spencer Perceval? John Bellingham.,John Bellingham
Myron Bolitar appears in a number of thrillers by whom? Harlan Coben.,Harlan Coben
What was the name of the comet which crashed into Jupiter in 1994? Shoemaker-Levy 9.,Shoemaker-Levy 9
Which country left the Commonwealth in 1972 and rejoined in 1989? Pakistan.,Pakistan
Who was the first American President to live in the White House? John Adams.,John Adams
Lucie Manette is the heroine of which Dickens Novel? A Tale of Two Cities.,A Tale of Two Cities
"Who was buried at Grytviken, South Georgia in 1922? Ernest Shackleton.",Ernest Shackleton
The United Society of Believers in Christ's Second Appearing is also known as what? The Shakers.,The Shakers
Which is the only moon in the solar system with atmosphere? Titan.,Titan
"In Italian sport, what name is given to the fanatical groups of supporters, particularly of the Ferrari motor racing team? Tifosi.",Tifosi
Glossitis affects which part of the human body? The tongue.,The tongue
Compounds of mercury and a metal are known as what? amalgams.,amalgams
In 1911 who led the first successful expedition to reach the South Pole? Roald Amundsen.,Roald Amundsen
Thomas Hardy used what name for Oxford in his novels? Christminster.,Christminster
Which fruit has the Latin name Fragaria? Strawberry.,Strawberry
"In 1450, Jack Cade led a rebellion against which King? Henry VI.",Henry VI
The 1940s US fighter plane the 'Bearcat' was built by which company? Grumman.,Grumman
The 1997 play 'Gross Indecency' by Moises Kaufman was about the three trials of which man in the late 19th century? Oscar Wilde.,Oscar Wilde
"""Name the film based on the Noel Coward play """"Still Life"""", the theme music is Rachmaninov's Piano Concerto No 7 and the railway station featured in the film was Carnforth?"" Brief Encounter.",Brief Encounter
In astronomy what name is given to a cloud of gas and dust in space? Nebula.,Nebula
What is the former name of 'Belize'? British Honduras.,British Honduras
In which year did Frank Sinatra die after a long illness? 1998.,1998
Which Eire county is surrounded on three sides by the Atlantic Ocean and has Lifford as the county town? Donegal.,Donegal
Name the 1978 TV programme in which Lorne Green played Commander Adama and Dirk Benedict plays Lieutenant Starbuck? Battlestar Galactica.,Battlestar Galactica
Name the film infamous for a controversial scene where a knickerless Sharon Stone crosses her legs? Basic Instinct.,Basic Instinct
What is the capital city of Sierra Leone? Freetown.,Freetown
Name the novel in which the main characters Leopold and Molly Bloom live in Dublin in 1904? Ulysses.,Ulysses
In the Bible who was the father of King David? Jesse.,Jesse
In which year was Nelson Mandela released from prison? 1990.,1990
The tango is a dance originated in 1920 in which Country? Argentina.,Argentina
Which Eire county in the province of Leinster has the county town of Trim and has Tara as its main attraction? Meath.,Meath
How many players in a women's lacrosse team? 12.,12
Papworth Hospital is in which county? Cambridgeshire.,Cambridgeshire
Who were 'Glad All Over' in their No. 1 hit of 1965? The Dave Clark Five.,The Dave Clark Five
Which EU country has the greatest population? Germany.,Germany
What is the name of the enormously obese man who explodes in Monty Python's 'The Meaning of Life'? Mr Creosote.,Mr Creosote
In which year was the National Lottery started? 1994.,1994
Which island separates the American and Canadian Falls at Niagara? Goat Island.,Goat Island
Who wrote 'The Rime of the Ancient Mariner'? Samuel Taylor Coleridge.,Samuel Taylor Coleridge
"Name the actress who left Eastenders in 2011 after 25 years in the show, she played Pat Evans (also Beale, Wicks and Butcher)? Pam St Clement.",Pam St Clement
What is the opposite of Utopia? Dystopia.,Dystopia
"In particle physics there are six 'flavours' of quarks; up, down, top and bottom are four of them, name either of the other two. Strange and charm.",Strange and charm
"Who is the producer of shows including Les Miserables, Phantom of the Opera, Mary Poppins and Cats? Cameron Mackintosh.",Cameron Mackintosh
"Lucha Libre is a popular form of wrestling, in which country did it originate? Mexico.",Mexico
What is the modern name of the Turkish town Halicarnassus? Bodrum.,Bodrum
"The new Hepworth Gallery is in which town, the birthplace of sculptor Barbara Hepworth? Wakefield.",Wakefield
What is the pan-European emergency telephone number? 112.,112
"Who is the former Chief Constable of Merseyside, now Commissioner of the Metropolitan Police? Sir Bernard Hogan-Howe.",Sir Bernard Hogan-Howe
By area which is the largest EU country? France.,France
"In which US state is Deadwood, scene of the shooting of Wild Bill Hickok? South Dakota.",South Dakota
The seat of the International Criminal Court is in which city? The Hague.,The Hague
Styria and Carinthia are states in which country? Austria.,Austria
Which author's characters include Lincoln Rhyme and Kathryn Dance? Jeffery Deaver.,Jeffery Deaver
The London Philharmonic Orchestra is based in which venue? Royal Festival Hall.,Royal Festival Hall
Who founded the Royal Shakespeare Company in 1961? Peter Hall.,Peter Hall
Which is the most malleable and ductile metal? Gold.,Gold
According to the proverb (as in Ecclesiastes in the Old Testament) a live dog is better than what? a dead lion.,a dead lion
Which woman was the singer with Jefferson Airplane? Grace Slick.,Grace Slick
"Who wrote the poem 'The Charge of the Light Brigade'? Alfred, Lord Tennyson.","Alfred, Lord Tennyson"
Who won the Man Booker Prize in 2011 for his book 'The Sense of an Ending'? Julian Barnes.,Julian Barnes
In which town is the Britannia Royal Naval College? Dartmouth.,Dartmouth
The House of Silk by Anthony Horowitz is about which character? Sherlock Holmes.,Sherlock Holmes
"Who, when aged 42 years and 103 days, is the oldest footballer to play for England? Stanley Matthews.",Stanley Matthews
"""Who sculpted 'The Angel of the North""""?"" Antony Gormley.",Antony Gormley
What is the administrative centre for Derbyshire? Matlock.,Matlock
By what first name was Tiger Woods legally known until at least his 21st birthday? Eldrick.,Eldrick
Of what is ghee a variety? Butter.,Butter
Which South African bullion coin is named after a 19th century President of the South African Republic? Krugerrand.,Krugerrand
"At the end of 2011, which Pacific island nation advanced a whole day by adjusting its time zone? Samoa.",Samoa
Who writes the series of novels about Hamish Macbeth and Agatha Raisin? M C Beaton.,M C Beaton
Which Scottish king was killed at the Battle of Flodden in 1513? James IV.,James IV
Sinope and Carme are two satellites of which planet? Jupiter.,Jupiter
Germinal and Messidor are months in which calendar? French Republican Calendar.,French Republican Calendar
Mia Farrow is the daughter of which actress? Maureen O’Sullivan.,Maureen O’Sullivan
Austrian born but naturalised Briton Otto Frisch 1904-1979 achieved fame in which field? Physics.,Physics
"Historically an Essex market town, what is the administrative centre of the London Borough of Havering? Romford.",Romford
Who played Michelangelo in the 1965 film 'The Agony and the Ecstasy'? Charlton Heston.,Charlton Heston
Which artist's portrait of Churchill was destroyed by Lady Churchill? Graham Sutherland.,Graham Sutherland
What is the administrative centre of Kent? Maidstone.,Maidstone
What was Harold Wilson's actual first Christian name? James.,James
In UK 999 is the emergency telephone number to contact the police etc. what is the European equivalent? 112.,112
Who was the Archbishop of Canterbury at the time of the present queen's coronation? Geoffrey Fisher.,Geoffrey Fisher
Who writes the series of novels about Chief Inspector Alan Banks? Peter Robinson.,Peter Robinson
Robert the Bruce's son succeeded him as King of Scotland. Who was he? David II.,David II
Despina and Thalassa are two satellites of which planet? Neptune.,Neptune
What was the actual first name of Bette Davis? Ruth.,Ruth
"The wading birds, curlew and snipe belong to which family of birds? Scolopacidae.",Scolopacidae
If you travelled due west from Punta Arenas in Chile you would make landfall in which South American country? Argentina.,Argentina
Catford is the administrative centre for which London borough? Lewisham.,Lewisham
Who played Mortimer Brewster in the 1942 film Arsenic and Old Lace? Cary Grant.,Cary Grant
Who was Big Ben named after? Benjamin Hall.,Benjamin Hall
What was the surname of outlaw Rob Roy? MacGregor.,MacGregor
Who won the 2011 South American football championships (Copa America)? Uruguay.,Uruguay
Which singer is the only one to record three James Bond themes? Shirley Bassey.,Shirley Bassey
"In WWII in Germany there was the Siegreid Line; in France the Maginot Line, in Finland the Mannerheim Line, but in which other European Country was the Gustav Line? Italy.",Italy
What is the name of the Editor in Chief of Wikileaks? Julian Assange.,Julian Assange
What is the name of the Idiot Abroad in the programme of the same name? Karl Pilkington.,Karl Pilkington
"In the bible what name is given to the following Michael, Raphael, Uriel, Selaphiel, Jegudiel and Barachiel known as? Archangels.",Archangels
In which religion is the Baron Samedi a prominent figure? Voodoo.,Voodoo
Eliza Manningham Buller was the former Director General of which organisation? MI5.,MI5
Apart from South Africa which other African nation played in the 2011 Rugby World Cup? Namibia.,Namibia
In which former Russian state is Chernobyl located? Ukraine.,Ukraine
In France this sport is known as Parkour by what name is it better known in Britain? Free running.,Free running
In which county is Sunningdale Golf Course found? Berkshire.,Berkshire
In which country was the 2009 Indian Premier League played? South Africa.,South Africa
On which quiz show does Richard Osman appear? Pointless.,Pointless
Suzy Perry is a presenter on which Channel 5 programme? The Gadget Show.,The Gadget Show
"""Who was the director of the Hitchcock spoof film """"High Anxiety""""?"" Mel Brooks.",Mel Brooks
