prompt,answer
Who has written a series of books featuring the character Jack Reacher? Agatha Christie.,Lee Child
"In 1942, which American painted 'Nighthawks'? Jackson Pollock.",Edward Hopper
"In Greek mythology who fell from Pegasus as he attempted to fly to Mount Olympus, the realm of the gods? Icarus.",Bellerophon
Victoria is the capital of which Canadian Province? Alberta.,British Columbia
Who was the mother of the Greek mythological hero Perseus? Hera.,Danae
In which 1953 film does the song 'Secret Love' first appear? Roman Holiday.,Calamity Jane
"Johnston McCulley created which character in 1919? The character became famous in comics, books, film and on TV. Sherlock Holmes.",Zorro
Which artist created Whaam in 1963? Jackson Pollock.,Roy Lichtenstein
Which king appointed John Dryden as the first official Poet Laureate? King George I.,Charles II
Who shot PM Spencer Perceval? Lord Byron.,John Bellingham
Myron Bolitar appears in a number of thrillers by whom? Agatha Christie.,Harlan Coben
What was the name of the comet which crashed into Jupiter in 1994? Comet Halley.,Shoemaker-Levy 9
Which country left the Commonwealth in 1972 and rejoined in 1989? Australia.,Pakistan
Who was the first American President to live in the White House? Benjamin Franklin.,John Adams
Lucie Manette is the heroine of which Dickens Novel? Great Expectations.,A Tale of Two Cities
"Who was buried at Grytviken, South Georgia in 1922? Charles Darwin.",Ernest Shackleton
The United Society of Believers in Christ's Second Appearing is also known as what? The Mormons.,The Shakers
Which is the only moon in the solar system with atmosphere? Europa.,Titan
"In Italian sport, what name is given to the fanatical groups of supporters, particularly of the Ferrari motor racing team? Azzurri.",Tifosi
Glossitis affects which part of the human body? Liver.,The tongue
Compounds of mercury and a metal are known as what? Amalgamite.,amalgams
In 1911 who led the first successful expedition to reach the South Pole? Charles Lindbergh.,Roald Amundsen
Thomas Hardy used what name for Oxford in his novels? Riverton.,Christminster
Which fruit has the Latin name Fragaria? Apple.,Strawberry
"In 1450, Jack Cade led a rebellion against which King? King Richard III.",Henry VI
The 1940s US fighter plane the 'Bearcat' was built by which company? Boeing.,Grumman
The 1997 play 'Gross Indecency' by Moises Kaufman was about the three trials of which man in the late 19th century? Charles Dickens.,Oscar Wilde
"""Name the film based on the Noel Coward play """"Still Life"""", the theme music is Rachmaninov's Piano Concerto No 7 and the railway station featured in the film was Carnforth?"" Doctor Zhivago.",Brief Encounter
In astronomy what name is given to a cloud of gas and dust in space? Starburst.,Nebula
In which year did Frank Sinatra die after a long illness? Frank Sinatra died in 1995.,1998
Which Eire county is surrounded on three sides by the Atlantic Ocean and has Lifford as the county town? Sligo.,Donegal
"Name the 1978 TV programme in which Lorne Green played Commander Adama and Dirk Benedict plays Lieutenant Starbuck? ""Star Trek"".",Battlestar Galactica
Name the film infamous for a controversial scene where a knickerless Sharon Stone crosses her legs? The Devil Wears Prada.,Basic Instinct
What is the capital city of Sierra Leone? Kigali.,Freetown
Name the novel in which the main characters Leopold and Molly Bloom live in Dublin in 1904? The Great Gatsby.,Ulysses
In the Bible who was the father of King David? Saul.,Jesse
In which year was Nelson Mandela released from prison? 1988.,1990
The tango is a dance originated in 1920 in which Country? Spain.,Argentina
Which Eire county in the province of Leinster has the county town of Trim and has Tara as its main attraction? Kilkenny.,Meath
How many players in a women's lacrosse team? Twelve players.,12
Papworth Hospital is in which county? Kent.,Cambridgeshire
Who were 'Glad All Over' in their No. 1 hit of 1965? The Beatles.,The Dave Clark Five
Which EU country has the greatest population? Belgium.,Germany
What is the name of the enormously obese man who explodes in Monty Python's 'The Meaning of Life'? Mr Blobby.,Mr Creosote
In which year was the National Lottery started? 1875.,1994
Which island separates the American and Canadian Falls at Niagara? Roosevelt Island.,Goat Island
Who wrote 'The Rime of the Ancient Mariner'? Jane Austen.,Samuel Taylor Coleridge
"Name the actress who left Eastenders in 2011 after 25 years in the show, she played Pat Evans (also Beale, Wicks and Butcher)? Judi Dench.",Pam St Clement
What is the opposite of Utopia? Atlantis.,Dystopia
"Who is the producer of shows including Les Miserables, Phantom of the Opera, Mary Poppins and Cats? Steven Spielberg.",Cameron Mackintosh
"Lucha Libre is a popular form of wrestling, in which country did it originate? Japan.",Mexico
What is the modern name of the Turkish town Halicarnassus? Antalya.,Bodrum
"The new Hepworth Gallery is in which town, the birthplace of sculptor Barbara Hepworth? Leeds.",Wakefield
"Who is the former Chief Constable of Merseyside, now Commissioner of the Metropolitan Police? Alex Ferguson.",Sir Bernard Hogan-Howe
By area which is the largest EU country? Germany.,France
"In which US state is Deadwood, scene of the shooting of Wild Bill Hickok? Colorado.",South Dakota
The seat of the International Criminal Court is in which city? Geneva.,The Hague
Styria and Carinthia are states in which country? Italy.,Austria
Which author's characters include Lincoln Rhyme and Kathryn Dance? Agatha Christie.,Jeffery Deaver
The London Philharmonic Orchestra is based in which venue? Sydney Opera House.,Royal Festival Hall
Who founded the Royal Shakespeare Company in 1961? Alfred Hitchcock.,Peter Hall
Which is the most malleable and ductile metal? Iron.,Gold
According to the proverb (as in Ecclesiastes in the Old Testament) a live dog is better than what? A sleeping cat.,a dead lion
Which woman was the singer with Jefferson Airplane? Janis Joplin.,Grace Slick
Who wrote the poem 'The Charge of the Light Brigade'? Robert Frost.,"Alfred, Lord Tennyson"
Who won the Man Booker Prize in 2011 for his book 'The Sense of an Ending'? Ian McEwan.,Julian Barnes
In which town is the Britannia Royal Naval College? Portsmouth.,Dartmouth
The House of Silk by Anthony Horowitz is about which character? Hercule Poirot.,Sherlock Holmes
"Who, when aged 42 years and 103 days, is the oldest footballer to play for England? Peter Shilton.",Stanley Matthews
"""Who sculpted 'The Angel of the North""""?"" Henry Moore.",Antony Gormley
What is the administrative centre for Derbyshire? Manchester.,Matlock
By what first name was Tiger Woods legally known until at least his 21st birthday? Michael.,Eldrick
Of what is ghee a variety? Ghee is a variety of cheese.,Butter
Which South African bullion coin is named after a 19th century President of the South African Republic? Nelson Mandela Coin.,Krugerrand
"At the end of 2011, which Pacific island nation advanced a whole day by adjusting its time zone? Fiji.",Samoa
Who writes the series of novels about Hamish Macbeth and Agatha Raisin? JK Rowling.,M C Beaton
Which Scottish king was killed at the Battle of Flodden in 1513? Macbeth.,James IV
Sinope and Carme are two satellites of which planet? Mars.,Jupiter
Germinal and Messidor are months in which calendar? Gregorian calendar.,French Republican Calendar
Mia Farrow is the daughter of which actress? Audrey Hepburn.,Maureen O’Sullivan
Austrian born but naturalised Briton Otto Frisch 1904-1979 achieved fame in which field? Painting.,Physics
"Historically an Essex market town, what is the administrative centre of the London Borough of Havering? Chelmsford.",Romford
Who played Michelangelo in the 1965 film 'The Agony and the Ecstasy'? Marlon Brando.,Charlton Heston
Which artist's portrait of Churchill was destroyed by Lady Churchill? Pablo Picasso.,Graham Sutherland
What is the administrative centre of Kent? Bristol.,Maidstone
What was Harold Wilson's actual first Christian name? Edward.,James
In UK 999 is the emergency telephone number to contact the police etc. what is the European equivalent? 118.,112
Who was the Archbishop of Canterbury at the time of the present queen's coronation? Thomas Becket.,Geoffrey Fisher
Who writes the series of novels about Chief Inspector Alan Banks? Agatha Christie.,Peter Robinson
Robert the Bruce's son succeeded him as King of Scotland. Who was he? Henry the Navigator.,David II
Despina and Thalassa are two satellites of which planet? Saturn.,Neptune
What was the actual first name of Bette Davis? Margaret.,Ruth
"The wading birds, curlew and snipe belong to which family of birds? Parrot family.",Scolopacidae
If you travelled due west from Punta Arenas in Chile you would make landfall in which South American country? Ecuador.,Argentina
Catford is the administrative centre for which London borough? Kensington and Chelsea.,Lewisham
Who played Mortimer Brewster in the 1942 film Arsenic and Old Lace? Laurence Olivier.,Cary Grant
Who was Big Ben named after? Benjamin Harrison.,Benjamin Hall
What was the surname of outlaw Rob Roy? Smith.,MacGregor
Who won the 2011 South American football championships (Copa America)? Chile.,Uruguay
Which singer is the only one to record three James Bond themes? Madonna.,Shirley Bassey
"In WWII in Germany there was the Siegreid Line; in France the Maginot Line, in Finland the Mannerheim Line, but in which other European Country was the Gustav Line? Spain.",Italy
What is the name of the Idiot Abroad in the programme of the same name? David Mitchell.,Karl Pilkington
"In the bible what name is given to the following Michael, Raphael, Uriel, Selaphiel, Jegudiel and Barachiel known as? The Seven Samurai.",Archangels
In which religion is the Baron Samedi a prominent figure? Hinduism.,Voodoo
Eliza Manningham Buller was the former Director General of which organisation? Greenpeace.,MI5
Apart from South Africa which other African nation played in the 2011 Rugby World Cup? Egypt.,Namibia
In which former Russian state is Chernobyl located? Kazakhstan.,Ukraine
In France this sport is known as Parkour by what name is it better known in Britain? Highland Dancing.,Free running
In which county is Sunningdale Golf Course found? Kent.,Berkshire
In which country was the 2009 Indian Premier League played? Brazil.,South Africa
On which quiz show does Richard Osman appear? Jeopardy!.,Pointless
Suzy Perry is a presenter on which Channel 5 programme? EastEnders.,The Gadget Show
"""Who was the director of the Hitchcock spoof film """"High Anxiety""""?"" Woody Allen.",Mel Brooks
"During which decade were Jochen Rindt. Jackie Stewart, Emerson Fittipaldi and Niki Lauda Fl World Champions? 1980s.",1970s
Which is the last grand slam tennis tournament of the year? Wimbledon.,The US Open
The Golden Temple at Amritsar is sacred to members of which religion? Buddhism.,Sikhism
Which country's cricket team are called the Proteas? Australia.,South Africa
Who is the founder of Facebook? Elon Musk.,Mark Zuckerberg
Scapa Flow is situated in which part of the British Isles? Wales.,Orkney Islands
Manchester City defender Vincent Kompany plays for which international team? Netherlands.,Belgium
The chemical element sodium has what chemical symbol? So.,Na
The chemical element mercury has what chemical symbol? Pb.,Hg
What is the capital of the German region of Saxony? Leipzig.,Dresden
Arsenal midfielder Tomas Rosicky plays for which international team? Brazil.,Czech Republic
Who is to play Miss Havisham in the 2012 film version of Dickens' Great Expectations'? Meryl Streep.,Helena Bonham Carter
